source,query_id,passage_num,doc_idx,is_positive_doc,doc_type,logprob_degradation,fact_degradation,layer_0_drift,layer_16_drift,layer_32_drift,is_causally_important,baseline_fact_score,baseline_correct,baseline_logprob,category
sweep,2,10.0,1,True,positive,-0.3125,1,0.0,0.5774323114042703,5.410001394023693,True,1,True,-2.890625,fact-only
sweep,2,10.0,2,False,negative,0.109375,1,0.0,0.5716004963058027,5.390738589189438,True,1,True,-2.890625,fact-only
sweep,2,10.0,3,True,positive,-1.078125,1,0.0,0.809885925424116,8.96112860457397,True,1,True,-2.890625,fact-only
sweep,2,10.0,4,False,negative,0.34375,1,0.0,0.6034580895615242,5.126102682037231,True,1,True,-2.890625,fact-only
sweep,2,10.0,5,False,negative,-9.421875,1,0.0,2.1173993152784525,24.45195035375592,True,1,True,-2.890625,helpful-important
sweep,2,10.0,6,False,negative,-0.765625,1,0.0,0.9696091005546632,6.162435312928953,True,1,True,-2.890625,fact-only
sweep,3,10.0,0,True,positive,-0.9375,0,0.0,1.8152639074275063,13.686809499650083,False,1,True,-4.90625,neutral
sweep,3,10.0,1,True,positive,0.03125,1,0.0,0.9598176438674544,10.460617598532602,True,1,True,-4.90625,fact-only
sweep,3,10.0,2,True,positive,-0.5,0,0.0,0.8345867390836283,9.369216624841131,False,1,True,-4.90625,neutral
sweep,3,10.0,3,False,negative,-0.75,1,0.0,0.6133366091450172,9.774136055259952,True,1,True,-4.90625,fact-only
sweep,3,10.0,4,False,negative,0.4375,0,0.0,0.6520142736708947,6.863201379653554,False,1,True,-4.90625,neutral
sweep,3,10.0,5,False,negative,-0.46875,1,0.0,0.7102240847849816,9.363230304151925,True,1,True,-4.90625,fact-only
sweep,3,10.0,6,True,positive,0.28125,1,0.0,0.4365504886849588,5.658301022168437,True,1,True,-4.90625,fact-only
sweep,3,10.0,7,False,negative,0.59375,0,0.0,0.4364898309126641,6.323897445772377,False,1,True,-4.90625,neutral
sweep,3,10.0,8,True,positive,0.5625,0,0.0,0.4918300071105233,6.416617504756309,False,1,True,-4.90625,neutral
sweep,3,10.0,9,False,negative,0.09375,0,0.0,0.6486852902466436,6.993654918219974,False,1,True,-4.90625,neutral
sweep,4,10.0,0,False,negative,-19.59375,0,0.0,2.618659964400062,26.650182383229133,True,0,False,-2.65625,confidence-only
sweep,4,10.0,1,True,positive,0.078125,0,0.0,1.009211647253652,11.095129294059962,False,0,False,-2.65625,neutral
sweep,4,10.0,2,False,negative,-0.015625,0,0.0,0.7275804241477605,6.540169195519701,False,0,False,-2.65625,neutral
sweep,4,10.0,3,False,negative,-0.140625,0,0.0,0.6845327781867733,6.732290805236121,False,0,False,-2.65625,neutral
sweep,4,10.0,4,True,positive,-0.265625,0,0.0,0.7407687838126977,10.20689122980567,False,0,False,-2.65625,neutral
sweep,4,10.0,5,False,negative,0.390625,0,0.0,0.4413085019301512,4.829001319661069,False,0,False,-2.65625,neutral
sweep,4,10.0,6,False,negative,0.03125,0,0.0,0.6637999792286509,5.433902969078184,False,0,False,-2.65625,neutral
sweep,4,10.0,7,True,positive,-0.46875,0,0.0,1.0132161793329109,9.67694947179264,False,0,False,-2.65625,neutral
sweep,5,10.0,0,True,positive,-0.4453125,0,0.0,1.6376636109932774,12.837564610151002,False,0,False,-1.8984375,neutral
sweep,5,10.0,1,True,positive,-0.4296875,0,0.0,0.7094175641793438,8.477312494987087,False,0,False,-1.8984375,neutral
sweep,5,10.0,2,True,positive,0.0,0,0.0,0.6689867365172105,8.15770859360201,False,0,False,-1.8984375,neutral
sweep,5,10.0,3,False,negative,0.1875,0,0.0,0.6296822692413709,7.499115243859254,False,0,False,-1.8984375,neutral
sweep,5,10.0,4,False,negative,0.3359375,0,0.0,0.915630980936385,8.049311515186112,False,0,False,-1.8984375,neutral
sweep,5,10.0,5,False,negative,0.3359375,0,0.0,1.2592509331179784,8.159773035595151,False,0,False,-1.8984375,neutral
sweep,5,10.0,6,True,positive,0.6640625,0,0.0,1.3162140438586782,8.23631530969477,False,0,False,-1.8984375,neutral
sweep,5,10.0,7,False,negative,0.34375,0,0.0,1.2943391745475996,8.08484877710434,False,0,False,-1.8984375,neutral
sweep,5,10.0,8,True,positive,0.109375,0,0.0,1.260225232932201,9.817850393801743,False,0,False,-1.8984375,neutral
sweep,5,10.0,9,False,negative,0.4609375,0,0.0,0.5978726685968395,6.76088628499751,False,0,False,-1.8984375,neutral
sweep,6,10.0,0,False,negative,-0.59375,0,0.0,1.463382211337265,9.923092531012603,False,0,False,-4.25,neutral
sweep,6,10.0,1,True,positive,-0.625,0,0.0,0.8671487346660612,6.3073915002550605,False,0,False,-4.25,neutral
sweep,6,10.0,2,False,negative,-3.46875,0,0.0,0.739180200831187,5.959188414981865,True,0,False,-4.25,confidence-only
